"","X","gradu","skilled","income","net_in_ra","net_in","X20_net_in","X20_net_in_ra","연도","V10","Network"
"235","양양군2015",0.1852303,0.0598443,31364023,0.036318643,998,-443,-0.083632245,2015,0.1732677422,-0.475303385819424
"236","충주시2015",0.27895,0.0925143,29255915,0.017723759,3685,-1884,-0.037575165,2015,0.2626252601,0.601820739332771
"237","제천시2015",0.2351954,0.0818819,21662372,-0.00633181,-862,-3722,-0.120367376,2015,0.2241736511,0.138321341876709
"238","청주시2015",0.3135211,0.1284886,32441787,-0.008601871,-7156,-564,-0.002308538,2015,0.3125008579,1.20302599781912
"239","보은군2015",0.1229974,0.0526443,29468947,0.004169582,143,-1109,-0.194817743,2015,0.1241786819,-1.06702764554375
"240","옥천군2015",0.1485162,0.058607,24366003,0.004198153,220,-1800,-0.17699115,2015,0.1464361024,-0.798734555632321
"241","영동군2015",0.1787838,0.0510778,20187718,-0.006095516,-309,-2477,-0.251638137,2015,0.1625121512,-0.604952315407361
"242","진천군2015",0.1649981,0.0682035,86518233,0.228622703,15542,5527,0.339381659,2015,0.1648735312,-0.576488013506111
"243","괴산군2015",0.198243,0.0463836,29349524,0.069894552,2711,-529,-0.082289803,2015,0.1729510062,-0.479121352062466
"244","음성군2015",0.1843784,0.0749744,69727281,0.004253289,410,-959,-0.04254564,2015,0.1833624296,-0.353621051865407
"245","단양군2015",0.1550863,0.0709657,36930269,0.000650174,20,-1032,-0.189566495,2015,0.159818764,-0.637418664066941
"246","증평군2015",0.2349871,0.08496,26801151,0.055111669,2021,651,0.067109943,2015,0.2262025997,0.16277848367198
"247","천안시2015",0.320356,0.1190088,36892360,0.063964238,38748,21047,0.110878143,2015,0.3106309136,1.18048550916684
"248","공주시2015",0.2385565,0.0824958,28737554,-0.044112492,-4908,-4572,-0.181500595,2015,0.2269839761,0.172197270037627
"249","보령시2015",0.165109,0.0728388,39519503,-0.012620043,-1322,-2270,-0.101010101,2015,0.1682290946,-0.536039729169671
"250","아산시2015",0.2818607,0.1048069,79454676,0.041949774,12490,5486,0.060516475,2015,0.2733739932,0.731387003133748
"251","서산시2015",0.2230711,0.0921033,91179584,0.029876719,5082,1791,0.041618739,2015,0.2228283008,0.122104359814467
"252","논산시2015",0.1949424,0.063729,28491709,-0.02781087,-3455,-4249,-0.158998634,2015,0.1828806798,-0.359428110343105
"253","계룡시2015",0.4567858,0.1178425,32403259,0.042247783,1763,-18,-0.00179149,2015,0.4062622081,2.33323434156793
"254","당진시2015",0.18936,0.0736324,70705920,0.009871489,1630,710,0.016047192,2015,0.1859356268,-0.322603485039123
"255","금산군2015",0.1946016,0.0633183,41191986,-0.020663642,-1134,-2150,-0.206155911,2015,0.1823493693,-0.365832578270886
"256","부여군2015",0.1407442,0.0586695,25684228,-0.028365405,-2018,-3116,-0.246753247,2015,0.1409854859,-0.864436811772345
"257","서천군2015",0.1449389,0.0551025,34960692,-0.040572834,-2309,-2383,-0.241182126,2015,0.1414292698,-0.859087397909048
"258","청양군2015",0.1050843,0.0513029,33201077,0.032661228,1061,-990,-0.179559264,2015,0.1105657504,-1.23111923265681
"259","홍성군2015",0.2182509,0.0852558,32468626,0.103962857,9830,1741,0.087058706,2015,0.2145792369,0.0226693492476385
"260","예산군2015",0.1737847,0.0637057,32041816,-0.036030856,-3008,-3493,-0.213293439,2015,0.1679057128,-0.539937804525848
"261","태안군2015",0.1561977,0.0535464,46932156,0.028841913,1831,-1176,-0.096682698,2015,0.1482890787,-0.776398600885918
"262","전주시2015",0.3843568,0.134378,20315364,-0.007249932,-4729,-7229,-0.040419911,2015,0.3667455036,1.85689618039503
"263","군산시2015",0.2771673,0.0811227,34320243,-0.030301942,-8436,-6620,-0.093207274,2015,0.25331103,0.489546112824499
"264","익산시2015",0.2830736,0.0887468,23141260,-0.051138677,-15447,-11826,-0.154305846,2015,0.2628770228,0.604855511161224
"265","정읍시2015",0.175365,0.0654432,23628254,-0.032101192,-3723,-4291,-0.18246375,2015,0.1702513974,-0.511662696487535
"266","남원시2015",0.1792305,0.072722,18766086,-0.026951541,-2287,-2991,-0.180321939,2015,0.1781304175,-0.416688229518047
"267","김제시2015",0.161179,0.0562871,28696757,-0.035651086,-3163,-3107,-0.180834037,2015,0.1537485327,-0.710589816669916
"268","완주군2015",0.2572301,0.0930828,48485431,0.023462011,2236,-1074,-0.048487585,2015,0.2476712203,0.421563303633943
"269","진안군2015",0.1307931,0.0397315,21027363,0.004236156,111,-713,-0.160170729,2015,0.1205608922,-1.1106368309506
"270","무주군2015",0.138611,0.0524866,23412094,-0.003013481,-76,-767,-0.171684387,2015,0.1351060032,-0.935308662383417
"271","장수군2015",0.1411984,0.0532091,22948146,-0.001847317,-43,-703,-0.170506912,2015,0.1374461025,-0.907100880089122
"272","임실군2015",0.1373584,0.0348586,23115787,0.00194906,59,-841,-0.151654495,2015,0.121757419,-1.09621378168783
"273","순창군2015",0.1365976,0.0448802,23557359,-0.03544036,-1072,-1168,-0.21045045,2015,0.1283048046,-1.01729096520666
"274","고창군2015",0.1426622,0.0576312,22119442,-0.038254005,-2297,-2718,-0.251166659,2015,0.1416074338,-0.856939791897337
"275","부안군2015",0.1500283,0.0530293,22978504,-0.03709893,-2109,-2268,-0.216494845,2015,0.1435617232,-0.833382599287926
"276","목포시2015",0.2614594,0.1043405,15931971,-0.040619678,-9683,-6690,-0.106014627,2015,0.2586205293,0.553547328647311
"277","여수시2015",0.2124638,0.0899482,82185310,-0.030096358,-8733,-6761,-0.093367213,2015,0.213805284,0.0133400464658131
"278","순천시2015",0.2672833,0.1133084,19340287,0.002826754,788,-3378,-0.047552014,2015,0.2690783319,0.679606688187101
"279","나주시2015",0.2307741,0.0724654,39134485,0.246827321,24234,9119,0.427109435,2015,0.2143903265,0.0203922050955387
"280","광양시2015",0.2143912,0.0926778,61406825,0.010059445,1545,-664,-0.01627112,2015,0.217097783,0.0530281464520761
"281","담양군2015",0.1662732,0.0518793,25934076,0.010338446,486,-698,-0.076034858,2015,0.1542338175,-0.704740146961827
"282","곡성군2015",0.1193384,0.0455273,31429251,-0.018029473,-553,-1497,-0.288550501,2015,0.1165600499,-1.15886336928263
"283","구례군2015",0.1384686,0.0517943,20309140,0.0147942,404,-683,-0.145180147,2015,0.1345158703,-0.942422181184906
"284","고흥군2015",0.0968416,0.0455527,18350578,-0.009708313,-666,-2330,-0.229760379,2015,0.1006727701,-1.35037016980471
"285","보성군2015",0.1157146,0.0428983,17888774,-0.055921851,-2536,-2117,-0.279656539,2015,0.1121393203,-1.21215126956052
"286","화순군2015",0.2053383,0.0819186,24242088,-0.039986028,-2633,-2306,-0.17298676,2015,0.2030906283,-0.115815445074194
"287","장흥군2015",0.1367012,0.0616598,18560292,-0.070553628,-3070,-2200,-0.27281746,2015,0.140241227,-0.873408180218886
"288","강진군2015",0.1471356,0.0663252,19509495,-0.09058775,-3511,-2235,-0.308509904,2015,0.1509167856,-0.744723968887004
"289","해남군2015",0.1257459,0.0574254,22166706,-0.071094837,-5417,-3132,-0.22406639,2015,0.1295021091,-1.0028585414732
"290","영암군2015",0.1682353,0.051984,54090786,-0.064726422,-3763,-2505,-0.19669428,2015,0.1556950451,-0.687126368767366
"291","무안군2015",0.2805393,0.0845346,31141629,0.003465635,285,-396,-0.021112681,2015,0.2581072473,0.547360177994525
"292","함평군2015",0.1291788,0.0421941,23894512,-0.023626563,-824,-1157,-0.197608881,2015,0.1211606403,-1.10340740960245
"293","영광군2015",0.1561085,0.0628962,39279880,-0.035864716,-2018,-1524,-0.133432561,2015,0.1548363229,-0.697477488853969
"294","장성군2015",0.1763145,0.0505671,34699180,0.003257118,151,-400,-0.043634777,2015,0.1604052912,-0.630348608720451
"295","완도군2015",0.1200684,0.05046,17953578,-0.02135285,-1132,-1298,-0.133394995,2015,0.1205635788,-1.11060444641551
"296","진도군2015",0.1028529,0.0465016,21357125,-0.021585171,-701,-935,-0.167068704,2015,0.1055936315,-1.29105363265109
"297","신안군2015",0.096211,0.0488559,20970504,-0.041275927,-1787,-1660,-0.217249051,2015,0.1025622983,-1.32759361493606
"298","포항시2015",0.2384632,0.0974635,31925177,-0.031192262,-16207,-11720,-0.087762323,2015,0.2375001769,0.298960567103478
"299","경주시2015",0.2459546,0.0789973,38344077,-0.012245306,-3181,-6711,-0.111393288,2015,0.2297409933,0.205430620844247
"300","김천시2015",0.2280062,0.0860129,35429138,0.048754032,6832,227,0.007114649,2015,0.2220115037,0.112258608920301
"301","안동시2015",0.2404084,0.0972748,19195407,-0.041891964,-7089,-5143,-0.133509858,2015,0.2387420224,0.313929892339869
"302","구미시2015",0.232863,0.1045938,82713559,-0.028967767,-12164,-6715,-0.048800163,2015,0.2385819576,0.31200045582776
"303","영주시2015",0.1979604,0.0715841,25378175,-0.030883492,-3389,-3625,-0.162859132,2015,0.1905679615,-0.266764876510029
"304","영천시2015",0.1554024,0.0503583,32378020,0.038917813,3917,-521,-0.025088484,2015,0.1454728149,-0.810346115913893
"305","상주시2015",0.1953339,0.0637123,21458642,0.012044074,1233,-2498,-0.133390292,2015,0.1831456634,-0.356233972512989
"306","문경시2015",0.1781947,0.0739023,18892444,-0.021442521,-1625,-2832,-0.191338423,2015,0.178232579,-0.415456764959744
"307","경산시2015",0.3295531,0.0915286,28148610,0.02217698,5697,842,0.011714375,2015,0.2977047619,1.02467243189416
"308","군위군2015",0.1142943,0.0380481,31706997,0.040371384,974,-668,-0.17877693,2015,0.1077060768,-1.26559001359399
"309","의성군2015",0.1084699,0.0411267,22576280,0.010224498,557,-1432,-0.17635468,2015,0.1057647962,-1.28899039687556
"310","청송군2015",0.1309561,0.0477379,26253146,0.003865979,102,-595,-0.14092847,2015,0.126336658,-1.04101519383921
"311","영양군2015",0.1260849,0.0483005,20881942,-0.01910828,-342,-542,-0.193088707,2015,0.1232904778,-1.07773414329182
"312","영덕군2015",0.1056459,0.0458423,20459902,-0.011711873,-459,-1040,-0.166081124,2015,0.1071021574,-1.272869716194
"313","청도군2015",0.155177,0.0494047,22949959,0.024197237,1058,-1278,-0.177413757,2015,0.1446392619,-0.820393844040113
"314","고령군2015",0.127558,0.0421215,39263803,-0.051454009,-1780,-1439,-0.2165538,2015,0.1199634065,-1.11783898111131
"315","성주군2015",0.1192119,0.0420748,35721180,0.008150303,367,-1344,-0.15831321,2015,0.1140296969,-1.18936448799658
"316","칠곡군2015",0.1661562,0.070419,31564313,-0.055035863,-6760,-5063,-0.136559183,2015,0.1672586664,-0.547737364136634
"317","예천군2015",0.117307,0.0500615,23140686,0.260173703,11623,2664,0.356650378,2015,0.1183295295,-1.13753389179807
"318","봉화군2015",0.1202621,0.0338523,28973024,-0.014227402,-481,-1141,-0.214292422,2015,0.1089588808,-1.25048859354338
"319","울진군2015",0.1744412,0.0797026,52400058,-0.028832996,-1496,-980,-0.096073722,2015,0.1796796666,-0.398013431686847
"320","울릉군2015",0.17,0.0589744,27600414,-0.048458584,-492,-254,-0.113392857,2015,0.1618849008,-0.612513252127956
"321","진주시2015",0.3410549,0.124814,20598939,0.016154413,5564,-303,-0.003433856,2015,0.3293693123,1.40635997144854
"322","통영시2015",0.1790637,0.0775739,26536151,-0.055278512,-7693,-5252,-0.150778727,2015,0.1814427832,-0.376760654416986
"323","사천시2015",0.2050451,0.0878826,35365277,-0.030506184,-3522,-2516,-0.090769703,2015,0.2070998839,-0.0674874920138331
"324","김해시2015",0.2789247,0.1068354,28484759,0.010025243,5302,1204,0.008307201,2015,0.2727323907,0.723653064817765
"325","밀양시2015",0.2000733,0.0649691,24919663,0.005171647,558,-3096,-0.143406364,2015,0.1873849768,-0.305132880578776
"326","거제시2015",0.2254207,0.1137593,42985138,-0.031915975,-8165,-4263,-0.054627233,2015,0.23980026,0.326685990269746
"327","양산시2015",0.2650168,0.0984686,32551098,0.16884673,50872,19075,0.231752878,2015,0.2569841778,0.533822590099275
"328","창원시2015",0.2889873,0.1083951,34171044,-0.040837744,-43699,-24793,-0.082058801,2015,0.2809493568,0.822701165412643
"329","의령군2015",0.1335516,0.0485604,28902501,-0.019513733,-557,-942,-0.196639182,2015,0.128753184,-1.01188615674386
"330","함안군2015",0.1964932,0.0650794,49822749,-0.027315056,-1889,-2279,-0.151242659,2015,0.1849318282,-0.334703370020978
"331","창녕군2015",0.1346503,0.0497144,35656612,0.013805099,881,-1519,-0.124717763,2015,0.1303458429,-0.992688093003453
"332","고성군2015",0.2669054,0.050726,81507951,-0.072055888,-2166,-2435,-0.332763922,2015,0.2245653998,0.14304351842865
"333","남해군2015",0.134747,0.0497535,21318304,-0.002987027,-137,-1802,-0.253981677,2015,0.1304418535,-0.991530771986031
"334","하동군2015",0.1546978,0.053002,44869058,-0.01142084,-574,-1869,-0.218060903,2015,0.1468437586,-0.79382062854362
"335","산청군2015",0.1576316,0.046875,25655125,0.029691442,1071,-953,-0.169769306,2015,0.1445861662,-0.821033864720587
"336","함양군2015",0.1484158,0.0543985,22582389,0.018914698,763,-969,-0.146352515,2015,0.1433897101,-0.835456061758756
"337","거창군2015",0.1711039,0.0733464,22954422,0.013901189,879,-1577,-0.12814887,2015,0.1728263621,-0.480623824046056
"338","합천군2015",0.1267244,0.0467165,21989134,-0.04804151,-2361,-2318,-0.296875,2015,0.1226227163,-1.0857834047127
"339","제주시2015",0.2940043,0.1160112,26482058,0.069636163,32024,11853,0.099005187,2015,0.2898809585,0.930363552343383
"340","서귀포시2015",0.2015971,0.0722873,28982950,0.137728773,22659,5294,0.142374978,2015,0.1936362708,-0.229779180755169
"350","서울특별시2020",0.4547199,0.1599203,42136616,-0.017585684,-171093,9734,0.003328162,2020,0.4345506214,2.41870850918877
"351","부산광역시2020",0.3414417,0.1054825,25840195,-0.009739762,-33250,-13649,-0.015954515,2020,0.3159754094,1.01697250147708
"352","대구광역시2020",0.3294752,0.1081183,22237049,-0.016880015,-41154,-19556,-0.031562298,2020,0.3093786045,0.938988420249552
"353","인천광역시2020",0.2795954,0.1082896,29449845,-0.001462618,-4325,-1942,-0.00239047,2020,0.274234695,0.523534949266838
"354","광주광역시2020",0.382996,0.117686,26933507,-0.008215766,-11966,-5576,-0.014077662,2020,0.353982174,1.46626919323793
"355","대전광역시2020",0.4013576,0.1457255,27309018,-0.013579502,-20028,-4150,-0.010180502,2020,0.3867877517,1.85408009182502
"356","울산광역시2020",0.2863638,0.1013041,62110778,-0.023743509,-27258,-14020,-0.046522663,2020,0.2740812053,0.521720471892741
"357","수원시2020",0.4069547,0.1676143,28581631,-0.011227621,13619,1359,0.003706866,2020,0.406220283,2.083801619493
"358","성남시2020",0.4705015,0.1785648,44072086,-0.011084899,14876,916,0.003410618,2020,0.4588898741,2.70643480826032
"359","의정부시2020",0.2680331,0.1114169,15330262,0.031526906,-7008,5963,0.048666824,2020,0.26827115,0.453036945349215
"360","안양시2020",0.4075519,0.1625042,31795598,-0.035937246,32280,-5872,-0.037371519,2020,0.4030296627,2.04608372478288
"361","부천시2020",0.2824642,0.1196297,20128826,-0.028289293,2428,-8232,-0.0349322,2020,0.2842803873,0.642290027851915
"362","광명시2020",0.3457982,0.1455686,24464880,-0.073820415,34916,-6452,-0.07840945,2020,0.3473963276,1.38841465783859
"363","평택시2020",0.2791436,0.089313,60603925,0.100179913,-7711,25647,0.172258734,2020,0.2604988162,0.361156357765575
"364","동두천시2020",0.1893989,0.0734675,19059370,0.005286595,2049,-211,-0.009871114,2020,0.1858465448,-0.521344926557206
"365","안산시2020",0.2507731,0.1005407,37763702,0.001393417,46340,593,0.003115862,2020,0.2483788566,0.217880343354308
"366","고양시2020",0.4208563,0.1492835,19021473,0.012771592,15491,5986,0.020611635,2020,0.4030888386,2.04678327225507
"367","과천시2020",0.6337272,0.2239232,75083795,0.255211103,29914,4919,0.298012844,2020,0.6063588328,4.44973803279547
"368","구리시2020",0.328827,0.1393275,16813366,-0.035169247,7797,-2043,-0.037814426,2020,0.3309852315,1.19441100444949
"369","남양주시2020",0.3175448,0.1193161,15185483,0.045994044,7348,11001,0.063282511,2020,0.3088606563,0.93286549936395
"370","오산시2020",0.2693713,0.1161189,23827439,0.010725376,46439,2512,0.035847051,2020,0.2725415714,0.503519700922804
"371","시흥시2020",0.260612,0.1089385,31892564,0.0737119,64644,14162,0.099248732,2020,0.2612722035,0.370298950117144
"372","군포시2020",0.3796434,0.1643834,25946562,-0.027953395,13673,-2101,-0.02732546,2020,0.3846269476,1.82853616184595
"373","의왕시2020",0.4100456,0.156985,23192544,0.012714625,14772,1804,0.039746188,2020,0.4008906342,2.0207972149011
"374","하남시2020",0.4172497,0.1564841,23367060,0.170083133,2483,20271,0.245992355,2020,0.4056297966,2.07682118880278
"375","용인시2020",0.5013607,0.1786742,26822413,0.014619544,2253,8959,0.031886874,2020,0.4807846743,2.9652640298517
"376","파주시2020",0.2946917,0.1123902,45079296,0.065884063,-387,11235,0.091441454,2020,0.2878069033,0.683978711140724
"377","이천시2020",0.2393137,0.1039839,99339276,0.036124985,931,4159,0.069485168,2020,0.2427114032,0.150882584136233
"378","안성시2020",0.2693736,0.089122,48033134,0.040064338,5781,2460,0.054527319,2020,0.2534563892,0.277904358118455
"379","김포시2020",0.3771894,0.1374412,29583599,0.10621402,4879,20726,0.168445178,2020,0.3638438342,1.58284873768907
"380","화성시2020",0.3770021,0.1689924,92408274,0.07927927,9363,34384,0.137200682,2020,0.3860181115,1.84498179578889
"381","광주시2020",0.2848955,0.1196607,24417768,0.036690871,1764,4475,0.043480796,2020,0.2860212334,0.662869427383197
"382","양주시2020",0.2264859,0.0842455,27971091,0.066446558,343,4117,0.075733745,2020,0.2196870998,-0.121299051332897
"383","포천시2020",0.1815782,0.062165,43384384,0.016734174,-1966,78,0.002405292,2020,0.1723264424,-0.681172718912571
"384","여주시2020",0.2120923,0.072218,35973826,0.020282131,1685,-315,-0.004813423,2020,0.2010073821,-0.342121198494476
"385","연천군2020",0.1875577,0.0640838,35305798,-0.008830778,-2783,-504,-0.052309289,2020,0.1779105405,-0.615160343768224
"386","가평군2020",0.2435568,0.083119,26615876,0.014916286,442,-257,-0.021500878,2020,0.2309597906,0.0119609811109869
"387","양평군2020",0.2988253,0.1001721,16006931,0.049463525,792,500,0.023418655,2020,0.2820911618,0.616410114499109
"388","춘천시2020",0.3578484,0.1107782,26476840,0.017345027,-242,1467,0.020576478,2020,0.3313190062,1.19835671964208
"389","원주시2020",0.3336848,0.109829,25994588,0.026811563,-282,2586,0.02869571,2020,0.3135642566,0.988469076158682
"390","강릉시2020",0.3191038,0.0976121,24584307,0.00826454,-500,-1283,-0.027294678,2020,0.2946181413,0.764497711702951
"391","동해시2020",0.2549863,0.0757967,34857106,0.003789134,-1820,-431,-0.023016742,2020,0.233863581,0.046288118240858
"392","태백시2020",0.2177689,0.0733793,22322259,-0.04481831,-504,-1149,-0.149521765,2020,0.2058417774,-0.284971429556917
"393","속초시2020",0.2720149,0.0768666,21822488,0.020602548,-901,294,0.016261961,2020,0.2466592205,0.197551677684024
"394","삼척시2020",0.2809913,0.0627969,36893993,-0.041396442,642,-2467,-0.181624089,2020,0.2430582574,0.154982918543108
"395","홍천군2020",0.2061614,0.0538281,33938846,0.006391902,563,-472,-0.036663042,2020,0.1838125765,-0.545389468047499
"396","횡성군2020",0.1924866,0.0507775,36484375,0.017004831,663,-733,-0.098581131,2020,0.1719877187,-0.685176938672729
"397","영월군2020",0.1994441,0.0632288,31349300,-0.006184987,541,-898,-0.144780331,2020,0.1857097403,-0.522962159960651
"398","평창군2020",0.2021933,0.0525782,30463508,-0.006697383,-1578,-694,-0.104313843,2020,0.1801234505,-0.589000444270635
"399","정선군2020",0.176891,0.0543269,33989823,-0.013415256,8299,-777,-0.128546613,2020,0.1634710553,-0.78585661321837
"400","철원군2020",0.2013872,0.0629639,41405321,-0.03992629,-118,-1150,-0.10745153,2020,0.1868962277,-0.508936107776354
"401","화천군2020",0.2135918,0.0513178,50821205,-0.020227154,212,-476,-0.070487191,2020,0.1872910872,-0.504268279064084
"402","양구군2020",0.2051352,0.057377,41455880,-0.039580039,-1765,-560,-0.096302666,2020,0.1855961254,-0.524305257676071
"403","인제군2020",0.2333435,0.0597718,45751397,0.02027027,4254,370,0.046149049,2020,0.2072325171,-0.268530810291195
"404","고성군2020",0.2066212,0.0499396,40169123,0.020652971,-32,-315,-0.060396894,2020,0.1813884856,-0.574045841021103
"405","양양군2020",0.2312557,0.0652228,35838386,0.023912573,-1507,-124,-0.026163097,2020,0.2096102995,-0.240421872914106
"406","충주시2020",0.2925133,0.0860869,36085840,0.002567181,-638,-1130,-0.02356081,2020,0.2676703414,0.445934490846642
"407","제천시2020",0.2458159,0.0853523,22910436,-0.011722145,-752,-2236,-0.079196699,2020,0.2341359174,0.0495075410160887
"408","청주시2020",0.3285022,0.1231939,40244145,0.009884869,4029,4410,0.018549052,2020,0.3193491427,1.05685506518715
"409","보은군2020",0.1417519,0.047825,31924939,-0.003581292,-1508,-620,-0.131774708,2020,0.1340308683,-1.1338835700807
"410","옥천군2020",0.1623007,0.065651,26915939,0.004154989,-1077,-888,-0.104815864,2020,0.1611618519,-0.813154844444895
"411","영동군2020",0.20356,0.0561766,19782511,-0.036214042,10094,-1910,-0.237680438,2020,0.1836337762,-0.547503154495722
"412","진천군2020",0.2303105,0.0708067,89672641,0.052464111,2411,1404,0.068668688,2020,0.2128898604,-0.201652567546864
"413","괴산군2020",0.2271543,0.0554141,33382766,-0.000817098,-2127,-1177,-0.194625878,2020,0.1997758588,-0.356679642243629
"414","음성군2020",0.1979312,0.070672,80733988,-0.015866164,401,-1463,-0.074530681,2020,0.1899024624,-0.473397926097856
"415","단양군2020",0.1773481,0.0540253,37140072,-0.021441054,729,-701,-0.15897494,2020,0.1635809938,-0.784556976038857
"416","증평군2020",0.2465833,0.0718798,26962461,-0.020111254,-524,-410,-0.043707691,2020,0.2251534117,-0.0566790848966325
"417","천안시2020",0.3310443,0.1172195,35229492,0.006177004,-1131,3323,0.016526501,2020,0.3169225066,1.02816860415023
"418","공주시2020",0.2570629,0.0814679,31889383,-0.014163082,-694,-2076,-0.097270704,2020,0.2393412756,0.111042645182525
"419","보령시2020",0.1914272,0.0724148,44410763,-0.010651344,-385,-1461,-0.075583952,2020,0.186536294,-0.513191061397511
"420","아산시2020",0.2931747,0.1038544,95251893,0.032106109,-43,4447,0.051898188,2020,0.2806995737,0.599959465878947
"421","서산시2020",0.2321414,0.0831236,99321046,0.013801591,-703,2,4.8e-05,2020,0.222892355,-0.0834081502586894
"422","논산시2020",0.2086573,0.0637561,31937401,-0.017897713,-209,-2032,-0.089941352,2020,0.1925962738,-0.441553054191878
"423","계룡시2020",0.4510199,0.1051648,30974114,0.009331875,4030,-212,-0.022045443,2020,0.3932225829,1.93014940213404
"424","당진시2020",0.2130754,0.0696587,67992551,0.004364172,-2615,-860,-0.02165565,2020,0.1998930087,-0.355294755551377
"425","금산군2020",0.1914189,0.0524139,41226755,-0.010027365,-7239,-1179,-0.147025814,2020,0.1723897896,-0.68042386044772
"426","부여군2020",0.1562728,0.0524782,27500254,-0.016946359,-1787,-1457,-0.144264568,2020,0.147586957,-0.973630365941175
"427","서천군2020",0.1608705,0.0491097,41553284,-0.013142695,-727,-1052,-0.139079852,2020,0.1484560014,-0.963356963876498
"428","청양군2020",0.1312339,0.0559116,36312121,-0.012138601,-956,-961,-0.194948778,2020,0.1323118685,-1.15420471373515
"429","홍성군2020",0.2481914,0.0846351,30719861,-0.000428189,-38,-1057,-0.051608808,2020,0.2353083355,0.0633672730725906
"430","예산군2020",0.1912393,0.0558043,36692745,-0.008872006,-207,-1350,-0.101956046,2020,0.1746598252,-0.653588651084506
"431","태안군2020",0.1914882,0.0631983,51089652,-0.003331049,14,-1228,-0.117511962,2020,0.1800633555,-0.5897108568768
"432","전주시2020",0.4050389,0.1280982,22427335,0.006158369,-323,832,0.004778108,2020,0.3769279297,1.73752227764183
"433","군산시2020",0.2934885,0.0876164,32766409,-0.009680488,-1594,-2423,-0.03964073,2020,0.2694411643,0.46686826090147
"434","익산시2020",0.3014222,0.0879495,25930097,-0.025155419,-893,-5701,-0.086423964,2020,0.2752857919,0.535960483638424
"435","정읍시2020",0.1939872,0.0691211,26244149,-0.016165947,-826,-1876,-0.094795351,2020,0.1860175681,-0.519323175858016
"436","남원시2020",0.1957739,0.065083,20170528,-0.008926708,-1134,-1290,-0.091140314,2020,0.1844258283,-0.538139916346473
"437","김제시2020",0.1795296,0.0560397,32680691,-0.011395196,-9395,-1217,-0.086235607,2020,0.1665474951,-0.749488502459964
"438","완주군2020",0.2836203,0.0869895,49838610,-0.000412058,-4180,-848,-0.04535487,2020,0.2620211286,0.379152362749028
"439","진안군2020",0.190072,0.0529302,23062643,-0.008055415,2575,-521,-0.140374512,2020,0.1718025554,-0.687365845279252
"440","무주군2020",0.1731638,0.0531716,27454077,0.000576061,3072,-397,-0.110584958,2020,0.1600191278,-0.826663549095998
"441","장수군2020",0.1807607,0.0512904,22439221,-0.014393298,-6391,-519,-0.155180147,2020,0.1640601277,-0.778892898118884
"442","임실군2020",0.1637668,0.045578,23828747,-0.055151893,503,-1059,-0.241477597,2020,0.1480067736,-0.968667507052462
"443","순창군2020",0.1756814,0.0460644,24648949,-0.031463604,-586,-751,-0.177018268,2020,0.1567742806,-0.865022486710737
"444","고창군2020",0.1723695,0.0585992,29081910,-0.01488181,-695,-1157,-0.138604373,2020,0.1632948709,-0.787939375823737
"445","부안군2020",0.1710201,0.0521511,25737065,-0.021277793,-344,-1160,-0.137824511,2020,0.1577820384,-0.853109285195126
"446","목포시2020",0.269904,0.1037594,18443423,-0.040872527,-754,-5074,-0.093603284,2020,0.2641800238,0.404673726680605
"447","여수시2020",0.2265563,0.0841971,87558597,-0.014781496,864,-3432,-0.052443385,2020,0.2197026538,-0.121115179834831
"448","순천시2020",0.2995697,0.111327,20764510,0.009209651,-1218,-167,-0.002377783,2020,0.2905039669,0.715862028905389
"449","나주시2020",0.2930347,0.0808147,39696786,0.026791321,-670,896,0.033158167,2020,0.2643115258,0.406228276618801
"450","광양시2020",0.2277147,0.0884547,64082520,-0.04077193,-1666,-3546,-0.088804297,2020,0.2235317658,-0.075849360129099
"451","담양군2020",0.2098869,0.0525795,28082663,0.010809068,-785,-864,-0.099694225,2020,0.1855637448,-0.524688044703863
"452","곡성군2020",0.1609459,0.0508017,32133069,-0.020285942,10830,-808,-0.189582356,2020,0.1497055532,-0.948585396345496
"453","구례군2020",0.1766872,0.0565786,20577524,-0.026164213,-646,-793,-0.204065878,2020,0.1649189206,-0.768740684087024
"454","고흥군2020",0.1183032,0.0422171,22017049,-0.005299401,-1325,-1194,-0.14747113,2020,0.1134878521,-1.37673268693107
"455","보성군2020",0.1314733,0.041109,22302821,-0.018203766,-1511,-969,-0.170493534,2020,0.1220156861,-1.27592095921863
"456","화순군2020",0.2199477,0.0729713,27049832,0.013771777,-1054,-785,-0.06761995,2020,0.207093733,-0.270171445521667
"457","장흥군2020",0.1573994,0.0546145,24248312,-0.03158468,83,-945,-0.156237084,2020,0.1498938273,-0.946359715439359
"458","강진군2020",0.1675859,0.0530986,23583132,-0.018987701,-948,-721,-0.13241506,2020,0.1560239415,-0.873892614933354
"459","해남군2020",0.1400782,0.0517093,28711843,-0.023680246,-939,-1409,-0.129189016,2020,0.1355937625,-1.1154078276432
"460","영암군2020",0.1882637,0.0528902,57645934,-0.014379133,-652,-984,-0.09778882,2020,0.1704958073,-0.702813558455416
"461","무안군2020",0.2989461,0.1001465,36564195,0.133530608,263,4037,0.221399583,2020,0.2821584682,0.617205776618013
"462","함평군2020",0.1517592,0.0483596,27936371,-0.019658562,-1027,-801,-0.168471974,2020,0.1414839916,-1.0457765271051
