연도,사업,경제성 평가 비중,정책성 평가 비중,지역균형발전 비중,지역낙후도 평가 비중,B/C,AHP,시기
2011,제3차 국도·국지도 5개년 계획안 예비타당성조사 대상사업41,0.447,0.329,0.224,0.150,0.230,0.386,개정1
2011,제3차 국도·국지도 5개년 계획안 예비타당성조사 대상사업42,0.472,0.295,0.233,0.155,0.470,0.391,개정1
2011,제3차 국도·국지도 5개년 계획안 예비타당성조사 대상사업43,0.483,0.308,0.209,0.139,0.530,0.383,개정1
2011,제3차 국도·국지도 5개년 계획안 예비타당성조사 대상사업44,0.466,0.317,0.217,0.145,0.360,0.428,개정1
2011,제3차 국도·국지도 5개년 계획안 예비타당성조사 대상사업45,0.473,0.300,0.228,0.152,0.650,0.486,개정1
2011,울산~양산 도시철도 건설사업,0.468,0.318,0.213,0.142,0.550,0.371,개정1
2011,대구제3공업단지 재생사업,0.468,0.352,0.181,0.120,0.950,0.526,개정1
2011,대전산업단지 재생사업,0.468,0.334,0.199,0.132,1.040,0.532,개정1
2011,서대구공업단지 재생사업,0.472,0.334,0.189,0.126,1.180,0.557,개정1
2011,국립중앙수목원 조성사업,0.478,0.317,0.205,0.137,1.260,0.611,개정1
2011,대구 공연문화도시 조성사업,0.443,0.343,0.214,0.143,0.520,0.290,개정1
2012,대구외곽순환고속도로(성서~지천) 건설사업,0.460,0.309,0.231,0.154,1.140,0.569,개정1
2012,동해 ·묵호항 3단계 개발사업,0.450,0.334,0.216,0.144,0.940,0.578,개정1
2012,춘천~속초 철도건설,0.459,0.325,0.216,0.173,1.260,0.640,개정1
2012,충주댐계통 공업용수도 사업,0.459,0.310,0.232,0.155,0.670,0.449,개정1
2012,국지도58호선(송정~문동) 건설사업,0.450,0.321,0.228,0.182,0.910,0.510,개정1
2012,천안~청주공항 복선전철,0.459,0.333,0.200,0.160,0.970,0.524,개정1
2012,군산전북대학교병원 건립사업,0.468,0.282,0.250,0.200,1.100,0.603,개정1
2012,고덕산업단지 용수공급시설 설치사업,0.481,0.299,0.220,0.176,1.720,0.614,개정1
2012,삽교방조제 배수갑문 확장사업,0.417,0.342,0.241,0.193,0.880,0.512,개정1
2012,부산항신항 남측컨테이너부두 배후단지 개발사업,0.483,0.316,0.200,0.160,1.300,0.616,개정1
2012,부산항 신항 항로증심(2단계) 준설사업,0.483,0.316,0.200,0.160,1.840,0.661,개정1
2012,안동댐 토사류 유입방지시설 건설사업,0.484,0.300,0.216,0.176,0.010,0.368,개정1
2012,한림항 2단계 개발사업,0.468,0.283,0.249,0.199,0.380,0.349,개정1
2012,울산과학기술대학교 연구공간 확충사업,0.475,0.317,0.208,0.166,0.990,0.506,개정1
2012,새만금 동서2축 도로건설,0.471,0.285,0.244,0.195,1.320,0.728,개정1
2012,영암·해남 관광레저기업도시 동측진입도로 개설사업,0.500,0.300,0.200,0.160,1.140,0.575,개정1
2012,대전도시철도 2호선,0.434,0.333,0.233,0.186,0.910,0.508,개정1
2012,고덕국제화계획지구 일반산업단지 진입도로 건설,0.476,0.292,0.231,0.185,1.270,0.601,개정1
2012,영동고속도로(서창~안산) 확장사업,0.476,0.309,0.223,0.179,1.080,0.600,개정1
2012,국립민속박물관 확대·이전 건립사업,0.462,0.333,0.205,0.164,0.470,0.345,개정1
2012,군장항 항로준설(2단계) 사업,0.439,0.312,0.249,0.199,1.080,0.635,개정1
2012,수성의료지구 간선도로 개설사업,0.467,0.301,0.232,0.185,1.100,0.532,개정1
2012,여주~원주 복선전철 건설사업,0.451,0.332,0.216,0.173,0.860,0.419,개정1
2012,"2018평창동계올림픽 대회시설(경기장, 진입도로)",0.469,0.316,0.215,0.172,1.180,0.542,개정1
2012,국립을숙도청소년생태체험수련원 건립사업,0.451,0.332,0.216,0.173,0.860,0.419,개정1
2012,부산역 일원 철도부지 종합개발사업,0.442,0.318,0.241,0.192,0.760,0.453,개정1
2012,부산역 일원 철도부지 종합개발사업2,0.450,0.320,0.230,0.184,0.640,0.422,개정1
2013,청주국제공항 활주로 확장사업,0.492,0.300,0.208,0.166,0.320,0.303,개정1
2013,국제 원자력 기능인력교육원 설립사업,0.460,0.321,0.220,0.176,0.210,0.290,개정1
2013,흑산도 공항 건설사업,0.452,0.300,0.249,0.199,4.380,0.814,개정1
2013,울릉도 공항 건설사업,0.469,0.310,0.221,0.177,0.620,0.190,개정1
2013,울릉도 공항 건설사업2,0.469,0.310,0.221,0.177,0.455,0.655,개정1
2013,오송 제2생명과학단지 진입도로 건설사업,0.468,0.300,0.232,0.185,1.550,0.635,개정1
2013,상개~매암 대도시권 혼잡도로 건설사업,0.492,0.292,0.216,0.173,1.230,0.563,개정1
2013,신답교~경주시계 광역도로,0.451,0.342,0.208,0.166,0.980,0.504,개정1
2013,을숙도~장림고개 대도시권 혼잡도로 건설사업,0.476,0.224,0.216,0.173,1.120,0.544,개정1
2013,호남고속도로(광산~동광주IC) 확장사업,0.458,0.321,0.221,0.177,0.960,0.517,개정1
2014,대구도시철도 1호선 하양 연장사업,0.475,0.325,0.200,0.160,0.820,0.451,개정1
2014,대구도시철도 1호선 하양 연장사업2,0.475,0.325,0.200,0.160,0.950,0.505,개정1
2014,레고랜드 코리아 기반시설(교량) 조성사업,0.476,0.308,0.216,0.173,1.540,0.672,개정1
2014,원주~강릉 강릉시 구간 철도 건설사업,0.442,0.325,0.223,0.186,0.110,0.413,개정1
2014,관저~문창 대도시권 혼잡도로,0.492,0.292,0.216,0.173,0.430,0.293,개정1
2014,재난안전무선통신망 구축사업,0.450,0.350,0.200,0.160,1.000,0.514,개정1
2014,영동고속도로 안산~북수원 확장사업,0.493,0.299,0.208,0.166,1.300,0.605,개정1
2014,폐광지역 관광자원화 사업,0.469,0.299,0.232,0.186,2.450,0.680,개정1
2014,국립해양과학교육관 건립사업,0.435,0.309,0.256,0.205,1.170,0.623,개정1
2014,사학연금 서울회관 재건축 사업,0.492,0.308,0.200,0.160,1.030,0.516,개정1
2014,새만금 남북2축 도로건설사업,0.429,0.319,0.252,0.201,0.920,0.586,개정1
2014,경산지식산업지구 진입도로 건설사업,0.450,0.309,0.241,0.193,1.210,0.609,개정1
2014,광양(Ⅰ) 공업용수도 용수공급 신뢰성 제고사업,0.459,0.325,0.216,0.173,0.700,0.354,개정1
2014,세종충남대학교병원 건립사업,0.467,0.325,0.208,0.166,0.940,0.537,개정1
2014,광양항 안전수역 시설확보 사업,0.452,0.303,0.244,0.195,0.080,0.354,개정1
2014,국가산채클러스터 조성사업,0.459,0.300,0.240,0.192,1.000,0.512,개정1
2014,대구 물 산업 클러스터 조성사업,0.467,0.275,0.258,0.207,1.280,0.579,개정1
2014,새만금 생태환경용지 조성사업(1단계),0.443,0.318,0.239,0.191,1.990,0.770,개정1
2014,해양경찰 정비창 확장이전사업,0.425,0.334,0.242,0.193,0.520,0.380,개정1
2014,해양경찰 정비창 확장이전사업2,0.433,0.334,0.233,0.186,1.980,0.654,개정1
2014,부산항 신항 신규 준설토 투기장(2구역) 호안 축조사업,0.450,0.317,0.233,0.186,1.070,0.568,개정1
2014,국립아트센터 건립사업,0.475,0.309,0.216,0.173,1.060,0.501,개정1
2014,상무지구~첨단산단 혼잡도로 개선사업,0.492,0.308,0.200,0.160,1.100,0.567,개정1
2014,2018평창동계올림픽 지원 기존선 고속화사업,0.426,0.334,0.240,0.192,1.420,0.639,개정1
2014,지덕권 산림치유단지 조성사업,0.459,0.299,0.242,0.194,1.210,0.644,개정1
2014,부산공동어시장 현대화,0.475,0.309,0.216,0.173,2.370,0.622,개정1
2014,용사의집 재건립,0.467,0.325,0.268,0.166,1.090,0.551,개정1
2015,중부권 광역우편집중국 건립사업,0.475,0.317,0.208,0.166,2.040,0.665,개정1
2015,국립박물관단지 조성사업,0.476,0.317,0.215,0.172,0.970,0.517,개정1
2015,대구도시철도 1호선 국가산단 연장,0.459,0.317,0.224,0.180,0.250,0.336,개정1
2015,서계동 복합문화관광시설 조성사업,0.458,0.325,0.216,0.173,1.030,0.528,개정1
2015,대구광역권(구미~경산) 철도망 구축사업,0.484,0.308,0.208,0.166,1.000,0.517,개정1
2015,종합유통단지~이시아폴리스 혼잡도로 개선사업,0.467,0.325,0.208,0.166,1.030,0.516,개정1
2015,여주~원주 철도건설사업,0.434,0.334,0.232,0.185,1.040,0.584,개정1
2015,여주~원주 철도건설사업2,0.434,0.334,0.232,0.185,0.850,0.472,개정1
2015,첨단실감콘텐츠 제작 클러스터 조성사업,0.481,0.309,0.210,0.168,0.940,0.501,개정1
2015,평택·당진항 서부두 잡화부두(2선석) 축조공사,0.467,0.317,0.216,0.173,0.760,0.393,개정1
2015,농어업 역사문화 전시체험관 건립,0.458,0.341,0.200,0.160,0.970,0.515,개정1
2015,성남~장호원 6 국도 건설사업,0.476,0.291,0.233,0.187,0.480,0.359,개정1
2016,점동지구 다목적 농촌용수 개발사업,0.484,0.301,0.216,0.173,1.070,0.571,개정1
2016,충청권광역철도 1단계 건설사업,0.442,0.334,0.224,0.180,0.580,0.373,개정1
2016,충청권광역철도 1단계 건설사업2,0.435,0.324,0.241,0.192,0.950,0.513,개정1
2016,대산~당진 고속도로 신설사업,0.472,0.280,0.248,0.198,1.000,0.536,개정1
2016,수원 농수산물도매시장 시설 현대화사업,0.467,0.325,0.208,0.167,1.070,0.518,개정1
2016,광주천 도심하천 생태복원 (지방하천정비) 사업,0.461,0.291,0.248,0.198,0.590,0.343,개정1
2016,부산사상 노후공업지역 재생사업,0.467,0.325,0.208,0.166,1.010,0.506,개정1
2016,흑산도항 건설사업,0.456,0.310,0.234,0.187,0.990,0.655,개정1
2016,용봉천 생태하천 복원사업,0.481,0.309,0.210,0.168,0.760,0.352,개정1
2016,다사~왜관 광역도로사업,0.475,0.300,0.225,0.180,1.010,0.525,개정1
2016,철도물류 수송력 향상을 위한 유효장 확장사업,0.487,0.300,0.213,0.170,0.530,0.381,개정1
2016,춘천~속초 철도건설사업,0.450,0.303,0.246,0.197,0.790,0.518,개정1
2016,경부고속도로 회덕IC 연결도로,0.492,0.292,0.216,0.173,1.820,0.648,개정1
2016,월전동~무진로간 도로개설사업,0.459,0.325,0.216,0.173,1.090,0.565,개정1
2016,국도 4호선(서대전IC~두계3가)도로 확장사업,0.840,0.300,0.216,0.173,1.040,0.512,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업,0.409,0.299,0.383,0.233,0.360,0.444,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업2,0.401,0.316,0.283,0.226,0.320,0.469,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업3,0.401,0.325,0.274,0.220,0.230,0.441,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업4,0.409,0.299,0.292,0.233,0.420,0.462,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업5,0.460,0.332,0.208,0.167,0.980,0.510,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업6,0.480,0.302,0.218,0.174,0.820,0.417,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업7,0.467,0.325,0.208,0.166,1.020,0.507,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업8,0.493,0.283,0.224,0.179,0.810,0.403,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업9,0.417,0.325,0.258,0.207,0.780,0.365,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업10,0.426,0.334,0.240,0.192,0.520,0.383,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업11,0.446,0.333,0.221,0.177,0.640,0.359,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업12,0.451,0.342,0.208,0.166,0.950,0.514,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업13,0.448,0.324,0.228,0.183,0.500,0.387,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업14,0.458,0.341,0.200,0.160,1.030,0.518,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업15,0.428,0.333,0.238,0.191,0.270,0.332,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업16,0.458,0.340,0.202,0.161,0.430,0.485,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업17,0.425,0.351,0.224,0.179,0.570,0.330,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업18,0.467,0.292,0.241,0.193,0.960,0.516,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업19,0.434,0.308,0.259,0.207,0.170,0.433,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업20,0.467,0.284,0.249,0.199,0.140,0.283,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업21,0.417,0.307,0.274,0.220,0.570,0.464,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업22,0.417,0.309,0.274,0.220,0.430,0.441,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업23,0.417,0.317,0.266,0.213,0.100,0.384,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업24,0.417,0.317,0.266,0.213,0.210,0.351,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업25,0.417,0.264,0.265,0.212,0.810,0.555,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업26,0.408,0.291,0.300,0.240,0.280,0.463,개정1
2016,제4차 국도·국지도 5개년 계획안 예비타당성조사 대상사업27,0.459,0.300,0.241,0.193,0.140,0.286,개정1
2017,다사~다산 간 광역도로사업,0.447,0.301,0.252,0.202,0.340,0.357,개정1
2017,제주공항 인프라 확충사업,0.475,0.300,0.225,0.180,1.230,0.664,개정1
2017,이화~삼계간 도로개설사업,0.469,0.302,0.230,0.184,1.500,0.630,개정1
2017,서낙동강수계 국가하천환경정비사업,0.432,0.309,0.259,0.207,0.740,0.375,개정1
2017,호남고속도로지선(유성~회덕) 확장사업,0.456,0.313,0.231,0.185,0.570,0.280,개정1
2017,조치원 우회도로 건설사업,0.468,0.299,0.232,0.186,1.150,0.618,개정1
2017,부산도시철도 4호선 연장(기장선),0.442,0.309,0.249,0.199,0.460,0.383,개정1
2017,충남서부권 광역상수도 사업,0.457,0.319,0.224,0.179,1.050,0.641,개정1
2017,청소년 진로직업체험수련원 건립사업,0.464,0.316,0.219,0.176,1.600,0.524,개정1
2017,울산외곽순환고속도로 건설사업,0.450,0.284,0.266,0.213,0.530,0.310,개정1
2017,동탄~세교 복선전철 건설사업,0.450,0.283,0.267,0.213,0.520,0.310,개정1
2017,목감천(지방하천) 치수대책사업,0.413,0.331,0.256,0.205,6.790,0.612,개정1
2017,목감천(지방하천) 치수대책사업2,0.413,0.331,0.256,0.205,4.040,0.622,개정1
2017,무주~대구 고속도로(성주~대구) 건설사업,0.401,0.325,0.274,0.219,0.240,0.410,개정1
2017,장항선(신창~대야) 복선전철,0.426,0.300,0.275,0.220,1.030,0.578,개정1
2017,울산항 배후도로(본항~신항) 건설사업,0.401,0.333,0.267,0.213,0.620,0.383,개정1
2017,신분당선(호메실~봉담) 복선전철,0.481,0.303,0.216,0.173,0.260,0.279,개정1
2017,보령~울진 자동차 전용도로 건설사업,0.423,0.295,0.282,0.225,0.140,0.433,개정1
2017,BJFEZ 북측진입도로 건설사업,0.444,0.294,0.262,0.209,1.040,0.512,개정1
2018,대산임해산업지역 공업용수도(해수담수화) 사업,0.406,0.342,0.251,0.201,0.980,0.562,개정1
2018,포항~동해 전철화사업,0.444,0.287,0.269,0.215,0.590,0.468,개정1
2018,평택·당진항 진입도로(신평~내항) 건설사업,0.435,0.293,0.273,0.218,1.360,0.598,개정1
2018,정림중~버드내교간 도로개설,0.456,0.287,0.257,0.205,1.050,0.513,개정1
2018,광주 대촌~나주 금천 간 도로확장사업,0.451,0.281,0.268,0.214,0.230,0.349,개정1
2018,상화로(유천교~월곡) 입체화 사업,0.450,0.293,0.257,0.205,1.040,0.506,개정1
2018,산재모병원 건립사업,0.442,0.307,0.251,0.201,0.730,0.304,개정1
2018,엄궁대교 건설사업,0.406,0.342,0.251,0.201,0.990,0.510,개정1
2018,새만금 가력선착장 확장사업,0.420,0.293,0.287,0.230,1.090,0.677,개정1
2018,광주송정~순천 단선전철,0.425,0.317,0.259,0.207,0.850,0.489,개정1
2018,금남~북대전IC 연결도로 건설사업,0.413,0.306,0.381,0.225,0.780,0.408,개정1
2018,금강남부(2차) 급수체계 조정사업,0.446,0.277,0.277,0.222,2.760,0.792,개정1
2018,고덕 8단지 임대주택 정비,0.412,0.335,0.253,0.202,1.190,0.571,개정1
2019,대덕특구 동측 진입로 개설사업,0.466,0.277,0.256,0.205,1.100,0.526,개정1
2019,광양항 광역 준설토투기장 조성사업,0.349,0.312,0.293,0.235,4.040,0.763,개정1
2019,분뇨처리시설 설치사업,0.401,0.295,0.315,0.252,0.960,0.569,개정1
2019,새만금 공공주도 매립 선도사업,0.380,0.300,0.320,0.256,0.910,0.606,개정2
2019,남해 고속도로(칠원~창원) 확장사업,0.419,0.281,0.301,0.240,0.940,0.520,개정2
2019,광양항 낙포부두 Renewal 사업,0.331,0.337,0.332,0.266,0.850,0.547,개정2
2019,해양경찰 서부정비창 신설사업,0.300,0.394,0.306,0.245,1.020,0.598,개정2
2019,미래해양과학관 건립사업,0.368,0.331,0.321,0.257,1.160,0.559,개정2
2019,조야~동명 광역도로 건설사업,0.353,0.328,0.319,0.255,0.950,0.565,개정2
2019,서도 연도교 건설,0.325,0.350,0.325,0.260,0.020,0.483,개정2
2020,광양만권 경제자유구역 진입도로 개설사업,0.332,0.336,0.332,0.266,1.680,0.640,개정2
2020,소방복합치유센터 건립사업,0.355,0.342,0.303,0.242,1.080,0.510,개정2
2020,광주송정~순천 단선전철,0.336,0.310,0.354,0.284,0.880,0.700,개정2
2020,부강역~북대전IC 연결도로,0.419,0.280,0.302,0.241,1.770,0.674,개정2
2020,부산대교~동삼혁신도시간 도로개설,0.374,0.296,0.330,0.264,1.000,0.545,개정2
2020,부산도시철도 하단~녹산선 건설사업,0.362,0.325,0.313,0.250,0.850,0.497,개정2
2020,제주 광령~도평간 우회도로 건설,0.362,0.324,0.314,0.251,1.020,0.523,개정2
2020,양주아트센터 건립사업,0.331,0.320,0.349,0.280,2.460,0.686,개정2
2020,호남고속도로(김제~삼례) 확장사업,0.381,0.299,0.320,0.256,1.000,0.625,개정2
2020,광양항 3단계 투기장(1구역) 항만재개발사업,0.376,0.318,0.306,0.245,1.240,0.650,개정2
2020,제천~영월 고속도로 건설사업,0.368,0.329,0.303,0.243,0.850,0.532,개정2
2020,계양~강화 고속도로 건설사업,0.368,0.319,0.313,0.250,0.810,0.542,개정2
2021,판교지구 다목적 농촌용수 개발사업,0.370,0.250,0.380,0.304,0.960,0.637,개정2
2021,대구 도시철도 엑스코선 건설사업,0.400,0.300,0.300,0.240,0.870,0.503,개정2
2021,광주 하남~장성 삼계 광역도로 사업,0.300,0.400,0.300,0.240,0.950,0.590,개정2
2021,부산항 제2신항 건설사업,0.430,0.260,0.310,0.248,0.920,0.497,개정2
2021,국가문헌보존관 건립 사업,0.300,0.450,0.300,0.240,0.930,0.639,개정2
2021,혁신원자력 연구개발 기반조성 사업,0.350,0.350,0.300,0.240,1.110,0.589,개정2
2021,서낙동강수계 국가하천 하천정비사업,0.420,0.260,0.320,0.256,5.180,0.724,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 1,0.350,0.325,0.325,0.260,0.900,0.561,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 2,0.343,0.326,0.331,0.265,0.290,0.496,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 3,0.362,0.314,0.324,0.259,0.480,0.443,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 4,0.344,0.337,0.319,0.255,0.260,0.393,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 5,0.368,0.308,0.324,0.259,0.390,0.479,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 6,0.381,0.306,0.313,0.250,0.340,0.451,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 7,0.343,0.326,0.331,0.265,0.650,0.560,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 8,0.362,0.314,0.324,0.259,0.630,0.473,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 9,0.343,0.314,0.343,0.374,0.640,0.536,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 10,0.349,0.308,0.343,0.274,0.240,0.438,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 11,0.325,0.320,0.355,0.284,0.660,0.571,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 12,0.350,0.326,0.325,0.260,0.620,0.470,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 13,0.374,0.317,0.309,0.247,0.120,0.450,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 14,0.362,0.331,0.307,0.246,0.170,0.524,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 15,0.362,0.329,0.309,0.247,0.080,0.443,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 16,0.343,0.349,0.307,0.246,0.420,0.466,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 17,0.330,0.356,0.314,0.251,0.560,0.487,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 18,0.330,0.356,0.314,0.251,0.060,0.484,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 19,0.343,0.343,0.314,0.251,0.590,0.462,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 20,0.331,0.356,0.313,0.250,0.330,0.475,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 21,0.362,0.325,0.313,0.250,0.360,0.545,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 22,0.356,0.331,0.313,0.250,0.340,0.436,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 23,0.356,0.325,0.319,0.355,0.140,0.482,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 24,0.362,0.331,0.307,0.246,0.200,0.445,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 25,0.350,0.337,0.313,0.250,0.310,0.406,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 26,0.356,0.337,0.307,0.245,0.080,0.433,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 27,0.356,0.337,0.307,0.245,0.150,0.422,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 28,0.356,0.337,0.307,0.245,0.260,0.407,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 29,0.350,0.337,0.313,0.250,0.110,0.443,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 30,0.388,0.306,0.307,0.245,0.750,0.548,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 31,0.350,0.325,0.325,0.260,0.140,0.493,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 32,0.331,0.349,0.320,0.256,0.160,0.527,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 33,0.362,0.325,0.313,0.251,0.320,0.480,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 34,0.356,0.331,0.313,0.251,0.310,0.478,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 35,0.381,0.318,0.301,0.241,0.780,0.528,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 36,0.394,0.306,0.300,0.240,1.000,0.620,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 37,0.344,0.331,0.325,0.260,0.420,0.404,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 38,0.394,0.306,0.300,0.240,0.780,0.492,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 39,0.387,0.312,0.301,0.241,0.780,0.474,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 40,0.350,0.325,0.325,0.260,0.370,0.495,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 41,0.387,0.312,0.300,0.240,0.920,0.543,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 42,0.368,0.324,0.308,0.246,0.720,0.543,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 43,0.356,0.331,0.313,0.251,0.100,0.367,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 44,0.339,0.339,0.322,0.258,0.370,0.421,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 45,0.404,0.293,0.304,0.243,0.720,0.489,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 46,0.354,0.336,0.309,0.247,0.380,0.433,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 47,0.343,0.343,0.314,0.251,0.540,0.507,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 48,0.353,0.336,0.310,0.248,0.370,0.444,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 49,0.351,0.338,0.312,0.249,0.360,0.445,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 50,0.351,0.338,0.312,0.249,0.330,0.451,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 51,0.391,0.304,0.305,0.244,0.830,0.513,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 52,0.339,0.344,0.316,0.253,0.540,0.524,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 53,0.349,0.335,0.316,0.253,0.340,0.472,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 54,0.374,0.295,0.331,0.265,0.250,0.459,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 55,0.381,0.301,0.319,0.255,1.040,0.656,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 56,0.368,0.324,0.308,0.247,0.760,0.504,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 57,0.368,0.313,0.320,0.256,0.700,0.469,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 58,0.387,0.311,0.303,0.242,0.740,0.455,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 59,0.349,0.349,0.302,0.241,0.440,0.436,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 60,0.374,0.324,0.302,0.241,0.910,0.522,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 61,0.393,0.305,0.301,0.241,1.160,0.597,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 62,0.368,0.325,0.307,0.246,1.050,0.549,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 63,0.343,0.326,0.331,0.265,0.890,0.507,개정2
2021,제5차 국도-국지도 5개년 계획안 일괄 예비타당성조사 64,0.356,0.331,0.313,0.251,0.490,0.468,개정2
