"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"1231","088800","에이스테크",7680,-180,-2.29,"KOSDAQ","통신장비",345032240640,NA,NA,443,17.35,1466,5.24,0,0
"1232","088910","동우팜투테이블",2910,5,0.17,"KOSDAQ","음식료·담배",75170433240,NA,NA,NA,NA,6884,0.42,0,0
"1233","089010","켐트로닉스",21200,-150,-0.7,"KOSDAQ","화학",314992928400,1975,10.73,NA,NA,9713,2.18,300,1.42
"1234","089030","테크윙",8000,-170,-2.08,"KOSDAQ","반도체",151312032000,485,16.49,1332,6.01,5852,1.37,230,2.88
"1235","089150","케이씨티",5620,-110,-1.92,"KOSDAQ","컴퓨터서비스",9.6383e+10,14,401.43,NA,NA,2053,2.74,50,0.89
"1236","089230","THE E&M",532,-16,-2.92,"KOSDAQ","인터넷",92275501612,NA,NA,NA,NA,494,1.08,0,0
"1237","089470","HDC현대EP",4235,35,0.83,"KOSPI","화학",135096500000,356,11.9,NA,NA,10379,0.41,140,3.31
"1238","089530","에이티세미콘",1060,10,0.95,"KOSDAQ","반도체",52908456280,NA,NA,NA,NA,1320,0.8,0,0
"1239","089590","제주항공",15250,-250,-1.61,"KOSPI","운수창고업",758834937000,NA,NA,100,153.04,3705,4.12,0,0
"1240","089790","제이티",7000,-120,-1.69,"KOSDAQ","반도체",72208591000,1387,5.05,1464,4.78,4591,1.52,0,0
"1241","089850","유비벨록스",16100,-200,-1.23,"KOSDAQ","소프트웨어",114562721700,1817,8.86,2202,7.31,13695,1.18,0,0
"1242","089860","롯데렌탈",38050,-650,-1.68,"KOSPI","서비스업",1393926097150,3687,10.32,4480,8.49,33557,1.13,900,2.37
"1243","089890","코세스",10050,-250,-2.43,"KOSDAQ","반도체",166678868100,700,14.36,NA,NA,3093,3.25,0,0
"1244","089970","에이피티씨",16900,-250,-1.46,"KOSDAQ","기계·장비",400540055500,2157,7.83,NA,NA,5297,3.19,1200,7.1
"1245","089980","상아프론테크",32550,-50,-0.15,"KOSDAQ","화학",520443154350,608,53.54,NA,NA,11648,2.79,200,0.61
"1246","090080","평화산업",1655,-15,-0.9,"KOSPI","운수장비",90863238645,4,413.75,NA,NA,473,3.5,0,0
"1247","090150","아이윈",2325,-125,-5.1,"KOSDAQ","운송장비·부품",95600826375,82,28.35,NA,NA,2062,1.13,100,4.3
"1248","090350","노루페인트",9880,160,1.65,"KOSPI","화학",1.976e+11,706,13.99,NA,NA,16859,0.59,275,2.78
"1249","090355","노루페인트우",17200,0,0,"KOSPI","화학",7965767200,NA,NA,NA,NA,NA,NA,280,1.63
"1250","090360","로보스타",20550,-200,-0.96,"KOSDAQ","기계·장비",200362500000,168,122.32,NA,NA,8829,2.33,0,0
"1251","090370","메타랩스",729,-10,-1.35,"KOSPI","섬유의복",90777593592,NA,NA,NA,NA,704,1.04,0,0
"1252","090410","덕신하우징",2485,15,0.61,"KOSDAQ","금속",114518976075,78,31.86,NA,NA,1759,1.41,0,0
"1253","090430","아모레퍼시픽",124500,-500,-0.4,"KOSPI","화학",7282348495500,2820,44.15,3789,32.86,69049,1.8,980,0.79
"1254","090460","비에이치",28300,-200,-0.7,"KOSDAQ","IT부품",975341925700,2630,10.76,3966,7.14,13066,2.17,250,0.88
"1255","090470","제이스텍",6700,300,4.69,"KOSDAQ","반도체",97805313600,423,15.84,NA,NA,8492,0.79,50,0.75
"1256","090710","휴림로봇",3150,-90,-2.78,"KOSDAQ","기계·장비",515893448700,NA,NA,NA,NA,443,7.11,0,0
"1257","090740","연이비앤티",2105,0,0,"KOSDAQ","IT부품",47277068575,1328,1.59,NA,NA,2489,0.85,0,0
"1258","090850","현대이지웰",7830,30,0.38,"KOSDAQ","기타서비스",185934006630,648,12.08,776,10.1,3403,2.3,70,0.89
"1259","091090","세원이앤씨",868,-16,-1.81,"KOSPI","기계",138995459624,NA,NA,NA,NA,1166,0.74,0,0
"1260","091120","이엠텍",27000,-400,-1.46,"KOSDAQ","IT부품",462589272000,2225,12.13,NA,NA,14890,1.81,150,0.56
"1261","091340","S&K폴리텍",4500,0,0,"KOSDAQ","IT부품",52666744500,339,13.27,NA,NA,8546,0.53,250,5.56
"1262","091440","텔레필드",3965,-80,-1.98,"KOSDAQ","통신장비",39545446915,NA,NA,NA,NA,1654,2.4,0,0
"1263","091580","상신이디피",18950,-50,-0.26,"KOSDAQ","IT부품",256672027100,1330,14.25,2072,9.14,7503,2.53,100,0.53
"1264","091590","남화토건",7870,340,4.52,"KOSDAQ","건설",92393800000,1080,7.29,NA,NA,12722,0.62,150,1.91
"1265","091700","파트론",8600,0,0,"KOSDAQ","IT부품",506696640400,1309,6.57,931,9.24,8249,1.04,350,4.07
"1266","091810","티웨이항공",2015,-15,-0.74,"KOSPI","운수창고업",323065512185,NA,NA,143,14.1,306,6.58,0,0
"1267","091970","나노캠텍",1610,0,0,"KOSDAQ","화학",45209484250,NA,NA,NA,NA,1665,0.97,0,0
"1268","092040","아미코젠",25600,-500,-1.92,"KOSDAQ","음식료·담배",505720524800,192,133.33,NA,NA,9523,2.69,0,0
"1269","092070","디엔에프",13750,-550,-3.85,"KOSDAQ","화학",159113047500,1083,12.7,NA,NA,12426,1.11,200,1.45
"1270","092130","이크레더블",17200,-50,-0.29,"KOSDAQ","기타서비스",207149920000,1156,14.88,1168,14.73,5260,3.27,2720,15.81
"1271","092190","서울바이오시스",6880,-390,-5.36,"KOSDAQ","IT부품",262978732640,117,58.8,NA,NA,4383,1.57,59,0.86
"1272","092200","디아이씨",4450,-75,-1.66,"KOSPI","운수장비",173054132050,753,5.91,NA,NA,2400,1.85,0,0
"1273","092230","KPX홀딩스",60200,-200,-0.33,"KOSPI","화학",254323689200,11573,5.2,NA,NA,208904,0.29,3000,4.98
"1274","092300","현우산업",4675,-70,-1.48,"KOSDAQ","IT부품",87295414800,NA,NA,NA,NA,4840,0.97,100,2.14
"1275","092440","기신정기",3735,-15,-0.4,"KOSPI","기계",1.09062e+11,335,11.15,NA,NA,8360,0.45,150,4.02
"1276","092460","한라IMS",5600,80,1.45,"KOSDAQ","운송장비·부품",98657815200,237,23.63,NA,NA,5319,1.05,100,1.79
"1277","092600","앤씨앤",2425,-30,-1.22,"KOSDAQ","반도체",60827528725,NA,NA,NA,NA,2584,0.94,0,0
"1278","092730","네오팜",20100,-400,-1.95,"KOSDAQ","화학",164967956100,2265,8.87,NA,NA,16662,1.21,700,3.48
"1279","092780","동양피스톤",5150,-30,-0.58,"KOSPI","운수장비",67817569000,581,8.86,NA,NA,8406,0.61,60,1.17
"1280","092870","엑시콘",9590,-240,-2.44,"KOSDAQ","반도체",100466057930,3307,2.9,1614,5.94,12608,0.76,100,1.04
"1281","093050","LF",17050,-400,-2.29,"KOSPI","섬유의복",4.98542e+11,4169,4.09,NA,NA,46904,0.36,600,3.52
"1282","093190","빅솔론",6860,-190,-2.7,"KOSDAQ","정보기기",131978888300,1594,4.3,NA,NA,10580,0.65,250,3.64
"1283","093230","이아이디",1475,-35,-2.32,"KOSPI","유통업",138756922750,60,24.58,NA,NA,2670,0.55,0,0
"1284","093240","형지엘리트",1720,-30,-1.71,"KOSPI","섬유의복",53586252560,NA,NA,NA,NA,1952,0.88,0,0
"1285","093320","케이아이엔엑스",57500,200,0.35,"KOSDAQ","인터넷",2.806e+11,3254,17.67,NA,NA,25579,2.25,500,0.87
"1286","093370","후성",15500,-150,-0.96,"KOSPI","화학",1435405694500,244,63.52,1577,9.83,2679,5.79,15,0.1
"1287","093380","풍강",4330,-10,-0.23,"KOSDAQ","금속",42777425290,462,9.37,NA,NA,6808,0.64,100,2.31
"1288","093520","매커스",8740,-20,-0.23,"KOSDAQ","유통",141265424080,2076,4.21,NA,NA,6623,1.32,120,1.37
"1289","093640","다믈멀티미디어",4220,-105,-2.43,"KOSDAQ","반도체",77007779580,196,21.53,NA,NA,2584,1.63,0,0
"1290","093920","서원인텍",5750,-120,-2.04,"KOSDAQ","IT부품",1.0695e+11,891,6.45,NA,NA,9725,0.59,350,6.09
"1291","094170","동운아나텍",8200,-370,-4.32,"KOSDAQ","반도체",144135549200,NA,NA,480,17.09,1255,6.53,20,0.24
"1292","094360","칩스앤미디어",18700,200,1.08,"KOSDAQ","반도체",180273890500,650,28.77,961,19.45,3940,4.75,163,0.87
"1293","094480","갤럭시아머니트리",7460,-50,-0.67,"KOSDAQ","소프트웨어",292654591480,NA,NA,NA,NA,2784,2.68,45,0.6
"1294","094820","일진파워",19100,700,3.8,"KOSDAQ","건설",288003341900,1024,18.65,NA,NA,7467,2.56,330,1.73
"1295","094840","슈프리마에이치큐",6540,-100,-1.51,"KOSDAQ","컴퓨터서비스",68485833600,1130,5.79,NA,NA,17280,0.38,0,0
"1296","094850","참좋은여행",10000,-200,-1.96,"KOSDAQ","기타서비스",1.4e+11,NA,NA,NA,NA,6832,1.46,0,0
"1297","094860","네오리진",729,-15,-2.02,"KOSDAQ","소프트웨어",76151175975,NA,NA,NA,NA,423,1.72,0,0
"1298","094940","푸른기술",8340,-120,-1.42,"KOSDAQ","정보기기",69733959240,207,40.29,NA,NA,4208,1.98,30,0.36
"1299","094970","제이엠티",3605,-25,-0.69,"KOSDAQ","IT부품",60377405200,908,3.97,NA,NA,4505,0.8,150,4.16
"1300","095190","이엠코리아",3110,-35,-1.11,"KOSDAQ","기계·장비",132427025070,NA,NA,NA,NA,2086,1.49,0,0
"1301","095270","웨이브일렉트로",5460,70,1.3,"KOSDAQ","IT부품",81743057760,4114,1.33,NA,NA,5309,1.03,0,0
"1302","095340","ISC",30600,-600,-1.92,"KOSDAQ","반도체",532423812600,2202,13.9,3637,8.41,14083,2.17,200,0.65
"1303","095570","AJ네트웍스",7760,80,1.04,"KOSPI","서비스업",363341009200,1707,4.55,988,7.85,8075,0.96,270,3.48
"1304","095610","테스",19750,-700,-3.42,"KOSDAQ","반도체",390422463500,3936,5.02,3141,6.29,15906,1.24,560,2.84
"1305","095660","네오위즈",27750,-1600,-5.45,"KOSDAQ","디지털컨텐츠",611435702250,2660,10.43,2473,11.22,21629,1.28,0,0
"1306","095700","제넥신",32750,-1100,-3.25,"KOSDAQ","기타서비스",823399910500,NA,NA,NA,NA,20686,1.58,0,0
"1307","095720","웅진씽크빅",2555,-25,-0.97,"KOSPI","서비스업",295117791675,381,6.71,320,7.98,3219,0.79,130,5.09
"1308","096040","이트론",198,-2,-1,"KOSDAQ","정보기기",126943996410,NA,NA,NA,NA,132,1.5,0,0
"1309","096240","크레버스",24100,-200,-0.82,"KOSDAQ","기타서비스",278204712400,2130,11.31,NA,NA,11032,2.18,2000,8.3
"1310","096350","대창솔루션",423,5,1.2,"KOSDAQ","금속",69270906807,NA,NA,NA,NA,210,2.01,0,0
"1311","096530","씨젠",39250,-1800,-4.38,"KOSDAQ","제약",2049870264500,10359,3.79,4664,8.41,20971,1.87,1000,2.55
"1312","096630","에스코넥",1215,-25,-2.02,"KOSDAQ","IT부품",80530155045,NA,NA,NA,NA,662,1.84,0,0
"1313","096640","멜파스",1495,0,0,"KOSDAQ","IT부품",56729621325,NA,NA,NA,NA,986,1.52,0,0
"1314","096690","에이루트",517,-1,-0.19,"KOSDAQ","정보기기",83228701116,NA,NA,NA,NA,920,0.56,0,0
"1315","096760","JW홀딩스",3465,-55,-1.56,"KOSPI","기타금융",244090906290,NA,NA,NA,NA,1356,2.56,90,2.6
"1316","096775","SK이노베이션우",119000,0,0,"KOSPI","화학",148562694000,NA,NA,NA,NA,NA,NA,2558,2.15
"1317","096870","엘디티",3675,-5,-0.14,"KOSDAQ","반도체",24543120000,334,11,NA,NA,2015,1.82,0,0
"1318","097230","HJ중공업",6880,50,0.73,"KOSPI","건설업",572927053280,NA,NA,NA,NA,5189,1.33,0,0
"1319","097520","엠씨넥스",34350,0,0,"KOSPI","전기전자",617511049200,2229,15.41,3417,10.05,16767,2.05,500,1.46
"1320","097780","에스맥",3385,0,0,"KOSDAQ","운송장비·부품",191943209250,NA,NA,NA,NA,5110,0.66,0,0
"1321","097800","윈팩",1450,-5,-0.34,"KOSDAQ","반도체",72017354450,NA,NA,NA,NA,1326,1.09,0,0
"1322","097870","효성오앤비",9730,130,1.35,"KOSDAQ","화학",82607700000,306,31.8,NA,NA,8496,1.15,0,0
"1323","097955","CJ제일제당 우",176500,-1500,-0.84,"KOSPI","음식료품",234291924500,NA,NA,NA,NA,NA,NA,5050,2.86
"1324","098120","마이크로컨텍솔",6290,-210,-3.23,"KOSDAQ","반도체",52287298140,904,6.96,NA,NA,5012,1.25,30,0.48
"1325","098460","고영",14100,-350,-2.42,"KOSDAQ","기계·장비",968032045500,586,24.06,680,20.73,4148,3.4,120,0.85
"1326","098660","에스티오",2245,-40,-1.75,"KOSDAQ","섬유·의류",28064691120,28,80.18,NA,NA,2417,0.93,110,4.9
"1327","099190","아이센스",37850,1450,3.98,"KOSDAQ","의료·정밀기기",520578983300,1872,20.22,2336,16.2,19737,1.92,300,0.79
"1328","099220","SDN",2975,30,1.02,"KOSDAQ","유통",167111137725,NA,NA,NA,NA,1831,1.62,0,0
"1329","099320","쎄트렉아이",36100,-1100,-2.96,"KOSDAQ","통신장비",327990412700,NA,NA,1123,32.16,13215,2.73,140,0.39
"1330","099390","브레인즈컴퍼니",8760,-300,-3.31,"KOSDAQ","소프트웨어",71904559080,655,13.37,NA,NA,4960,1.77,120,1.37
"1331","099410","동방선기",3400,250,7.94,"KOSDAQ","운송장비·부품",46039406800,78,43.59,NA,NA,2119,1.6,0,0
"1332","099430","바이오플러스",31600,-1050,-3.22,"KOSDAQ","제약",457653825600,824,38.35,1816,17.4,5617,5.63,0,0
"1333","099440","스맥",2720,-20,-0.73,"KOSDAQ","기계·장비",90248492960,NA,NA,NA,NA,2048,1.33,0,0
"1334","099520","ITX-AI",1285,0,0,"KOSDAQ","통신장비",37652662655,NA,NA,NA,NA,311,4.13,0,0
"1335","099750","이지케어텍",24900,-900,-3.49,"KOSDAQ","소프트웨어",159011400000,NA,NA,NA,NA,5305,4.69,86,0.35
"1336","100030","모바일리더",20700,-100,-0.48,"KOSDAQ","소프트웨어",67972879800,3487,5.94,NA,NA,16734,1.24,0,0
"1337","100090","삼강엠앤티",26600,250,0.95,"KOSDAQ","금속",986239475200,NA,NA,1139,23.34,3839,6.93,0,0
"1338","100120","뷰웍스",42800,400,0.94,"KOSDAQ","의료·정밀기기",428079822000,3575,11.97,4069,10.52,20479,2.09,750,1.75
"1339","100130","동국S&C",6850,70,1.03,"KOSDAQ","금속",391429550000,302,22.68,464,14.77,4872,1.41,100,1.46
"1340","100590","머큐리",6600,-80,-1.2,"KOSDAQ","일반전기전자",98078864400,383,17.23,NA,NA,5858,1.13,0,0
"1341","100660","서암기계공업",6890,0,0,"KOSDAQ","기계·장비",8.6814e+10,101,68.22,NA,NA,4948,1.39,35,0.51
"1342","100700","세운메디칼",3480,-60,-1.69,"KOSDAQ","제약",1.52424e+11,284,12.25,NA,NA,2636,1.32,50,1.44
"1343","100790","미래에셋벤처투자",6060,-20,-0.33,"KOSDAQ","금융",293790987660,1660,3.65,NA,NA,5131,1.18,83,1.37
"1344","100840","SNT에너지",17250,400,2.37,"KOSPI","기계",129490764750,1957,8.81,NA,NA,37171,0.46,800,4.64
"1345","101140","인바이오젠",2220,-55,-2.42,"KOSPI","유통업",118540940400,1753,1.27,NA,NA,2607,0.85,0,0
"1346","101160","월덱스",18450,-700,-3.66,"KOSDAQ","반도체",304627820850,2026,9.11,2768,6.67,8700,2.12,60,0.33
"1347","101240","씨큐브",7060,-90,-1.26,"KOSDAQ","화학",71575579040,392,18.01,NA,NA,6651,1.06,120,1.7
"1348","101330","모베이스",3180,-35,-1.09,"KOSDAQ","IT부품",76187037840,249,12.77,NA,NA,12025,0.26,0,0
"1349","101390","아이엠",5350,-80,-1.47,"KOSDAQ","IT부품",43353564500,NA,NA,NA,NA,6096,0.88,0,0
"1350","101400","엔시트론",792,-22,-2.7,"KOSDAQ","반도체",37385550576,NA,NA,NA,NA,615,1.29,0,0
"1351","101490","에스앤에스텍",19450,-750,-3.71,"KOSDAQ","반도체",417230644150,552,35.24,NA,NA,8374,2.32,100,0.51
"1352","101530","해태제과식품",7190,-210,-2.84,"KOSPI","음식료품",209349950180,NA,NA,NA,NA,9762,0.74,200,2.78
"1353","101670","코리아에스이",2250,30,1.35,"KOSDAQ","금속",4.2525e+10,NA,NA,NA,NA,1470,1.53,0,0
"1354","101680","한국정밀기계",1440,0,0,"KOSDAQ","기계·장비",12101760000,NA,NA,NA,NA,5759,0.25,0,0
"1355","101930","인화정공",14850,600,4.21,"KOSDAQ","운송장비·부품",138575819250,1663,8.93,NA,NA,20654,0.72,0,0
"1356","102120","어보브반도체",10650,-150,-1.39,"KOSDAQ","반도체",185945304450,828,12.86,NA,NA,6757,1.58,240,2.25
"1357","102260","동성케미컬",4445,-5,-0.11,"KOSPI","서비스업",220870840960,371,11.98,NA,NA,6992,0.64,200,4.5
"1358","102280","쌍방울",538,-6,-1.1,"KOSPI","섬유의복",141274565402,NA,NA,NA,NA,869,0.62,0,0
"1359","102370","케이옥션",7230,-10,-0.14,"KOSDAQ","유통",196468996050,477,15.16,NA,NA,3124,2.31,0,0
"1360","102460","이연제약",27300,-550,-1.97,"KOSPI","의약품",491361152100,305,89.51,NA,NA,13436,2.03,250,0.92
"1361","102710","이엔에프테크놀로지",28450,-500,-1.73,"KOSDAQ","화학",406488934200,1263,22.53,NA,NA,23281,1.22,150,0.53
"1362","102940","코오롱생명과학",39500,-300,-0.75,"KOSDAQ","제약",450788062000,NA,NA,NA,NA,8720,4.53,0,0
"1363","103140","풍산",27550,150,0.55,"KOSPI","철강금속",772068858900,8686,3.17,5706,4.83,60099,0.46,1000,3.63
"1364","103230","에스앤더블류",2505,0,0,"KOSDAQ","기계·장비",1.8036e+10,NA,NA,NA,NA,5380,0.47,0,0
"1365","103590","일진전기",5920,-110,-1.82,"KOSPI","전기전자",219515908800,403,14.69,1178,5.03,8714,0.68,100,1.69
"1366","103840","우양",3995,-135,-3.27,"KOSDAQ","음식료·담배",56960710000,92,43.42,NA,NA,2924,1.37,0,0
"1367","104040","대성파인텍",1965,60,3.15,"KOSDAQ","운송장비·부품",61507017165,31,63.39,NA,NA,1786,1.1,0,0
"1368","104200","NHN벅스",9120,-180,-1.94,"KOSDAQ","디지털컨텐츠",135227256000,NA,NA,NA,NA,5288,1.72,0,0
"1369","104460","디와이피엔에프",40150,1350,3.48,"KOSDAQ","기계·장비",430152043750,499,80.46,NA,NA,9939,4.04,100,0.25
"1370","104540","코렌텍",10550,-300,-2.76,"KOSDAQ","의료·정밀기기",130274776000,65,162.31,NA,NA,4548,2.32,0,0
"1371","104620","노랑풍선",7710,-120,-1.53,"KOSDAQ","기타서비스",121410110160,NA,NA,NA,NA,3041,2.54,0,0
"1372","104830","원익머트리얼즈",30650,-250,-0.81,"KOSDAQ","반도체",386435200000,4188,7.32,5101,6.01,31113,0.99,400,1.31
"1373","105330","케이엔더블유",10500,150,1.45,"KOSDAQ","일반전기전자",127421511000,89,117.98,NA,NA,4843,2.17,0,0
"1374","105550","트루윈",2780,0,0,"KOSDAQ","일반전기전자",123244272160,NA,NA,NA,NA,1535,1.81,0,0
"1375","105630","한세실업",17000,-950,-5.29,"KOSPI","섬유의복",6.8e+11,1716,9.91,2720,6.25,11835,1.44,500,2.94
"1376","105740","디케이락",11650,900,8.37,"KOSDAQ","기계·장비",98930774800,1065,10.94,NA,NA,11709,0.99,200,1.72
"1377","105840","우진",13500,-200,-1.46,"KOSPI","의료정밀",274368789000,NA,NA,597,22.61,7106,1.9,100,0.74
"1378","106080","하이소닉",5650,0,0,"KOSDAQ","IT부품",75931762500,NA,NA,NA,NA,760,7.43,0,0
"1379","106190","하이텍팜",9980,-70,-0.7,"KOSDAQ","제약",70746044360,NA,NA,NA,NA,13244,0.75,50,0.5
"1380","106240","파인테크닉스",11600,-250,-2.11,"KOSDAQ","IT부품",524231480400,1145,10.13,1747,6.64,2926,3.96,25,0.22
"1381","106520","노블엠앤비",4000,20,0.5,"KOSDAQ","의료·정밀기기",99755824000,NA,NA,NA,NA,2173,1.84,0,0
"1382","107590","미원홀딩스",134500,-1500,-1.1,"KOSPI","기타금융",3.1204e+11,14308,9.4,NA,NA,87327,1.54,500,0.37
"1383","107600","새빗켐",89700,20700,30,"KOSDAQ","화학",426482686500,1258,71.3,NA,NA,3828,23.43,0,0
"1384","108230","톱텍",7610,10,0.13,"KOSDAQ","기계·장비",289356894450,NA,NA,NA,NA,8206,0.93,0,0
"1385","108320","LX세미콘",89900,-4100,-4.36,"KOSDAQ","반도체",1462160570000,18225,4.93,22647,3.97,49208,1.83,5400,6.01
"1386","108380","대양전기공업",13250,400,3.11,"KOSDAQ","운송장비·부품",126767162250,951,13.93,NA,NA,24321,0.54,100,0.75
"1387","108490","로보티즈",21650,-400,-1.81,"KOSDAQ","소프트웨어",258336957950,65,333.08,83,260.46,6164,3.51,0,0
"1388","108670","LX하우시스",45100,550,1.23,"KOSPI","화학",404441917000,1306,34.53,2323,19.41,86527,0.52,300,0.67
"1389","108675","LX하우시스우",21750,100,0.46,"KOSPI","화학",22453177500,NA,NA,NA,NA,NA,NA,350,1.61
"1390","109070","컨버즈",4100,0,0,"KOSPI","전기전자",71952027500,NA,NA,NA,NA,548,7.48,0,0
"1391","109080","옵티시스",13900,-350,-2.46,"KOSDAQ","통신장비",78340400000,1186,11.72,NA,NA,9151,1.52,100,0.72
"1392","109610","에스와이",3620,-75,-2.03,"KOSDAQ","금속",177044788000,197,18.38,NA,NA,3570,1.01,0,0
"1393","109740","디에스케이",5730,-30,-0.52,"KOSDAQ","기계·장비",154852734300,NA,NA,NA,NA,5255,1.09,0,0
"1394","109820","진매트릭스",7690,-240,-3.03,"KOSDAQ","기타서비스",156827091600,NA,NA,NA,NA,1619,4.75,0,0
"1395","109860","동일금속",20150,150,0.75,"KOSDAQ","금속",1.83365e+11,1783,11.3,NA,NA,16682,1.21,250,1.24
"1396","109960","에이프로젠 H&G",531,-9,-1.67,"KOSDAQ","유통",94887160227,15,35.4,NA,NA,1247,0.43,0,0
"1397","110020","전진바이오팜",4020,0,0,"KOSDAQ","화학",27496800000,NA,NA,NA,NA,1702,2.36,0,0
"1398","110790","크리스에프앤씨",33750,-1000,-2.88,"KOSDAQ","섬유·의류",395397450000,6297,5.36,NA,NA,27839,1.21,1000,2.96
"1399","110990","디아이티",6930,-160,-2.26,"KOSDAQ","IT부품",1.30977e+11,NA,NA,NA,NA,9224,0.75,0,0
"1400","111110","호전실업",8990,-30,-0.33,"KOSPI","섬유의복",87652356160,1517,5.93,1546,5.81,13408,0.67,250,2.78
"1401","111710","남화산업",8050,100,1.26,"KOSDAQ","오락·문화",165733400000,667,12.07,NA,NA,7377,1.09,200,2.48
"1402","111770","영원무역",41100,-1300,-3.07,"KOSPI","유통업",1821201334800,6795,6.05,8781,4.68,50585,0.81,1000,2.43
"1403","111870","KH 전자",798,21,2.7,"KOSDAQ","일반전기전자",127647937956,NA,NA,NA,NA,972,0.82,0,0
"1404","112040","위메이드",70400,-2100,-2.9,"KOSDAQ","디지털컨텐츠",2363571443200,9319,7.55,1829,38.49,18883,3.73,650,0.92
"1405","113810","디젠스",1240,-85,-6.42,"KOSDAQ","운송장비·부품",40458783240,115,10.78,NA,NA,518,2.39,0,0
"1406","114090","GKL",14900,0,0,"KOSPI","서비스업",921649483000,NA,NA,606,24.6,6201,2.4,0,0
"1407","114120","크루셜텍",1085,0,0,"KOSDAQ","IT부품",24913026775,NA,NA,NA,NA,983,1.1,0,0
"1408","114190","강원에너지",5080,20,0.4,"KOSDAQ","금속",132705033040,287,17.7,NA,NA,1095,4.64,0,0
"1409","114450","KPX생명과학",5630,-150,-2.6,"KOSDAQ","제약",8.445e+10,NA,NA,NA,NA,3753,1.5,0,0
"1410","114630","폴라리스우노",4420,105,2.43,"KOSDAQ","화학",69374693440,360,12.28,NA,NA,5841,0.76,0,0
"1411","114810","아이원스",7850,-250,-3.09,"KOSDAQ","IT부품",230414565900,1158,6.78,NA,NA,5407,1.45,0,0
"1412","114840","아이패밀리에스씨",12350,0,0,"KOSDAQ","화학",104994117800,530,23.3,1495,8.26,5040,2.45,65,0.53
"1413","115160","휴맥스",3735,10,0.27,"KOSDAQ","통신장비",164121087915,NA,NA,NA,NA,7434,0.5,0,0
"1414","115180","큐리언트",30300,0,0,"KOSDAQ","기타서비스",269168898600,NA,NA,NA,NA,4276,7.09,0,0
"1415","115440","우리넷",8850,-160,-1.78,"KOSDAQ","통신장비",86651075700,211,41.94,NA,NA,6752,1.31,0,0
"1416","115450","HLB테라퓨틱스",12100,-400,-3.2,"KOSDAQ","유통",379156053100,NA,NA,NA,NA,3825,3.16,0,0
"1417","115480","씨유메디칼",1140,-15,-1.3,"KOSDAQ","의료·정밀기기",51464758500,NA,NA,NA,NA,1085,1.05,0,0
